word_in_text	frame	cn	frame0	frame1	frame2
reappraising	Assessing	4	Cogitation	Assessing	
conjure	Evoking	3	Memory	Evoking	
shaking	Moving_in_place	14	Moving_in_place		
weaves	Path_shape	2	Relation	Basis_for_attribute	Locative_relation
counts	Categorization	3	Instance	Categorization	
shampooing	Grooming	3	Event	Objective_influence	Transitive_action
cured	Preserving	15	Event	Objective_influence	Transitive_action
bestowing	Placing	1	Event	Objective_influence	Transitive_action
invented	Achieving_first	33	Event	Objective_influence	Transitive_action
intercepting	Intercepting	3	Event	Intentionally_act	Intercepting
dismissed	Firing	1	Employment_end	Firing	
softens	Change_of_consistency	2	Event	Change_of_consistency	
evoking	Evoking	4	Memory	Evoking	
emptying	Emptying	1	Event	Objective_influence	Transitive_action
stare	Perception_active	2	Perception	Perception_active	
succoured	Assistance	2	Event	Intentionally_act	Assistance
admitting	Reveal_secret	4	Statement	Reveal_secret	
courted	Personal_relationship	8	Relation	Relation_between_individuals	Personal_relationship
slithered	Self_motion	47	Event	Motion	Self_motion
absorbs	Soaking_up	3	Soaking_up		
tug	Cause_motion	4	Event	Objective_influence	Transitive_action
beheading	Killing	2	Event	Objective_influence	Transitive_action
unscrewed	Closure	4	Event	Objective_influence	Transitive_action
boasting	Bragging	3	Judgment_communication	Bragging	
bawl	Communication_noise	2	Event	Objective_influence	Transitive_action
pocketed	Placing	8	Event	Objective_influence	Transitive_action
serving	Assistance	10	Event	Intentionally_act	Assistance
thanking	Judgment_direct_address	3	Judgment_communication	Judgment_direct_address	
abhorring	Experiencer_focus	1	Experiencer_focus		
own	Possession	12	Possession		
duplicated	Duplication	9	Event	Objective_influence	Transitive_action
coating	Filling	1	Event	Objective_influence	Transitive_action
simulate	Feigning	10	Conduct	Feigning	
clinking	Cause_impact	1	Event	Objective_influence	Transitive_action
confides	Telling	2	Statement	Telling	
ululated	Make_noise	11	Perception	Make_noise	
lunches	Ingestion	1	Event	Intentionally_act	Ingest_substance
napped	Sleep	1	Process_continue	Sleep	
ranting	Communication_manner	14	Event	Objective_influence	Transitive_action
springs	Self_motion	4	Event	Motion	Self_motion
crawled	Abounding_with	4	Relation	Basis_for_attribute	Locative_relation
satisfied	Experiencer_obj	11	State	Emotions	Experiencer_obj
park	Placing	9	Event	Objective_influence	Transitive_action
barge	Self_motion	7	Event	Motion	Self_motion
expect	Expectation	30	Mental_activity	Awareness	Expectation
living	Dead_or_alive	3	State	Dead_or_alive	
phrase	Encoding	18	Event	Objective_influence	Transitive_action
limiting	Limiting	5	Event	Objective_influence	Transitive_action
reprimanding	Judgment_direct_address	3	Judgment_communication	Judgment_direct_address	
sprint	Self_motion	10	Event	Motion	Self_motion
deserts	Quitting_a_place	1	Event	Eventive_affecting	Departing
sacrifice	Rite	2	Event	Intentionally_act	Rite
hissed	Communication_noise	21	Event	Objective_influence	Transitive_action
grimaces	Making_faces	1	Facial_expression	Making_faces	
hooting	Make_noise	4	Perception	Make_noise	
procure	Getting	3	Event	Getting	
curled	Go_into_shape	2	Event	Go_into_shape	
rung	Contacting	9	Event	Intentionally_act	Contacting
undertaking	Attempt	1	Event	Intentionally_act	Attempt
crunches	Make_noise	1	Perception	Make_noise	
abhor	Experiencer_focus	10	Experiencer_focus		
kneed	Cause_harm	6	Event	Objective_influence	Transitive_action
receiving	Receiving	13	Event	Getting	Receiving
deserted	Quitting_a_place	24	Event	Eventive_affecting	Departing
chronicled	Text_creation	7	Event	Objective_influence	Transitive_action
frown	Facial_expression	1	Body_movement	Facial_expression	
combust	Catching_fire	1	Catching_fire		
evaporated	Change_of_phase	8	Change_of_phase		
sublimed	Change_of_phase	1	Change_of_phase		
discovering	Becoming_aware	2	Perception	Becoming_aware	
annoy	Experiencer_obj	2	State	Emotions	Experiencer_obj
crashed	Motion_noise	16	Event	Motion	Motion_noise
transforms	Undergo_transformation	2	Event	Transition_to_state	Undergo_change
retain	Hiring	1	Event	Objective_influence	Transitive_action
reveres	Judgment	3	State	Emotions	Judgment
restructure	Reforming_a_system	25	Event	Objective_influence	Transitive_action
muttered	Communication_manner	57	Event	Objective_influence	Transitive_action
concerns	Topic	7	Entity	Artifact	Text
stoned	Cause_harm	23	Event	Objective_influence	Transitive_action
declared	Statement	87	Event	Objective_influence	Transitive_action
gains	Getting	2	Event	Getting	
meandering	Motion	3	Event	Motion	
clomping	Self_motion	3	Event	Motion	Self_motion
blames	Judgment	17	State	Emotions	Judgment
portray	Communicate_categorization	7	Categorization	Communicate_categorization	
enriched	Processing_materials	6	Event	Objective_influence	Transitive_action
struck	Attack	10	Event	Objective_influence	Transitive_action
forgot	Remembering_experience	3	Cogitation	Remembering_experience	
calls	Referring_by_name	5	Being_named	Referring_by_name	
dissuade	Suasion	6	Statement	Telling	Suasion
explode	Explosion	6	Event	Eventive_affecting	Explosion
cleft	Cause_to_fragment	1	Event	Objective_influence	Transitive_action
shuffle	Self_motion	19	Event	Motion	Self_motion
grunts	Make_noise	1	Perception	Make_noise	
allows	Prohibiting_or_licensing	4	Entity	Artifact	Law
plunge	Motion_directional	2	Event	Motion	Motion_directional
toted	Bringing	2	Event	Objective_influence	Transitive_action
catnap	Sleep	2	Process_continue	Sleep	
bolted	Quitting_a_place	13	Event	Eventive_affecting	Departing
appearing	Performers_and_roles	2	Performing_arts	Performers_and_roles	
bending	Path_shape	2	Relation	Basis_for_attribute	Locative_relation
snapped	Cause_to_fragment	9	Event	Objective_influence	Transitive_action
jets	Ride_vehicle	2	Ride_vehicle		
belongs	Membership	4	Being_included	Be_subset_of	Membership
bicycle	Operate_vehicle	1	Event	Objective_influence	Transitive_action
suggested	Attempt_suasion	11	Event	Intentionally_act	Attempt
reinforce	Cause_change_of_strength	4	Event	Objective_influence	Transitive_action
boiling	Absorb_heat	1	Event	Transition_to_state	Becoming
soar	Change_position_on_a_scale	7	Event	Change_position_on_a_scale	
found	Being_located	5	State	Being_located	
empties	Emptying	1	Event	Objective_influence	Transitive_action
dithered	Waver_between_options	3	Deciding	Choosing	Waver_between_options
demolish	Destroying	17	Event	Objective_influence	Transitive_action
develop	Progression	1	Event	Transition_to_state	Undergo_change
got	Getting_underway	4	Getting_underway		
leaves	Path_shape	1	Relation	Basis_for_attribute	Locative_relation
observed	Compliance	1	Satisfying	Compliance	
live	Surviving	1	Success_or_failure	Surviving	
engaged	Hostile_encounter	2	Event	Intentionally_act	Hostile_encounter
believed	Certainty	18	Attributes	Gradable_attributes	Certainty
glue	Building	1	Event	Objective_influence	Transitive_action
running	Cause_impact	3	Event	Objective_influence	Transitive_action
empathise	Others_situation_as_stimulus	2	State	Emotions	Emotions_by_stimulus
tripping	Self_motion	10	Event	Motion	Self_motion
nudges	Cause_motion	1	Event	Objective_influence	Transitive_action
find	Verdict	3	Event	Intentionally_act	Legal_rulings
slam	Cause_impact	4	Event	Objective_influence	Transitive_action
strikes	Cause_harm	2	Event	Objective_influence	Transitive_action
talks	Statement	5	Event	Objective_influence	Transitive_action
nosh	Ingestion	2	Event	Intentionally_act	Ingest_substance
keep	Cause_to_continue	23	Event	Objective_influence	Transitive_action
raising	Cause_change_of_position_on_a_scale	2	Event	Objective_influence	Transitive_action
grieve	Experiencer_focus	14	Experiencer_focus		
him	Hit_or_miss	1	Success_or_failure	Hit_or_miss	
held	Robbery	1	Event	Misdeed	Committing_crime
clubbed	Cause_harm	12	Event	Objective_influence	Transitive_action
glitters	Location_of_light	2	Attributes	Gradable_attributes	Measurable_attributes
admonish	Judgment_direct_address	2	Judgment_communication	Judgment_direct_address	
knots	Rope_manipulation	1	Event	Objective_influence	Transitive_action
hide	Hiding_objects	9	Event	Objective_influence	Transitive_action
transports	Bringing	1	Event	Objective_influence	Transitive_action
allow	Prohibiting_or_licensing	4	Entity	Artifact	Law
rendered	Causation	7	Event	Eventive_affecting	Causation
treats	Cure	4	Event	Objective_influence	Transitive_action
encounters	Becoming_aware	4	Perception	Becoming_aware	
decorated	Distributed_position	10	Relation	Basis_for_attribute	Locative_relation
rent	Cause_to_fragment	2	Event	Objective_influence	Transitive_action
liked	Experiencer_focus	22	Experiencer_focus		
leaking	Fluidic_motion	13	Event	Motion	Fluidic_motion
stated	Statement	51	Event	Objective_influence	Transitive_action
jab	Cause_impact	4	Event	Objective_influence	Transitive_action
mount	Attaching	5	Event	Objective_influence	Transitive_action
natter	Communication_manner	3	Event	Objective_influence	Transitive_action
trickles	Fluidic_motion	1	Event	Motion	Fluidic_motion
slaps	Cause_harm	1	Event	Objective_influence	Transitive_action
raid	Attack	3	Event	Objective_influence	Transitive_action
thronged	Come_together	1	Event	Come_together	
grumbled	Complaining	28	Statement	Complaining	
shrunk	Cause_expansion	2	Event	Objective_influence	Transitive_action
abandon	Activity_stop	3	Event	Process_stop	Activity_stop
hooted	Communication_noise	3	Event	Objective_influence	Transitive_action
toppling	Revolution	1	Rebellion	Revolution	
bought	Commerce_buy	55	Event	Getting	Commerce_buy
organise	Making_arrangements	2	Event	Objective_influence	Transitive_action
steals	Theft	1	Event	Misdeed	Committing_crime
act	Conduct	28	Event	Intentionally_act	Conduct
distinguishes	Differentiation	4	Mental_activity	Differentiation	
nibble	Ingestion	3	Event	Intentionally_act	Ingest_substance
snake	Motion	1	Event	Motion	
regarded	Categorization	33	Instance	Categorization	
flaked	Grinding	1	Event	Objective_influence	Transitive_action
wiggling	Body_movement	1	Being_included	Part_piece	Part_whole
stood	Occupy_rank	3	Rank	Occupy_rank	
inflate	Cause_expansion	6	Event	Objective_influence	Transitive_action
shrink	Cause_expansion	5	Event	Objective_influence	Transitive_action
slams	Judgment_communication	3	Statement	Judgment_communication	
turned	Transition_to_state	1	Event	Transition_to_state	
disdaining	Judgment	3	State	Emotions	Judgment
rattling	Communication_noise	1	Event	Objective_influence	Transitive_action
smells	Perception_experience	2	Perception	Perception_experience	
following	Compliance	4	Satisfying	Compliance	
aped	Imitating	1	Attributes	Gradable_attributes	Similarity
zinging	Motion_noise	3	Event	Motion	Motion_noise
drew	Cause_motion	2	Event	Objective_influence	Transitive_action
coruscated	Location_of_light	1	Attributes	Gradable_attributes	Measurable_attributes
signing	Hiring	1	Event	Objective_influence	Transitive_action
broke	Experience_bodily_harm	34	Event	Experience_bodily_harm	
prattling	Communication_manner	3	Event	Objective_influence	Transitive_action
summon	Request	7	Event	Objective_influence	Transitive_action
sought	Seeking_to_achieve	44	Event	Intentionally_act	Attempt
try	Try_defendant	16	Try_defendant		
despising	Experiencer_focus	2	Experiencer_focus		
creep	Self_motion	5	Event	Motion	Self_motion
manacling	Attaching	1	Event	Objective_influence	Transitive_action
groom	Grooming	3	Event	Objective_influence	Transitive_action
hiding	Hiding_objects	2	Event	Objective_influence	Transitive_action
severed	Separating	2	Event	Objective_influence	Transitive_action
answer	Communication_response	34	Event	Eventive_affecting	Response
elicit	Cause_to_start	8	Event	Eventive_affecting	Causation
cajoling	Manipulate_into_doing	1	Event	Objective_influence	Transitive_action
unify	Cause_to_amalgamate	6	Event	Objective_influence	Transitive_action
slap	Cause_harm	13	Event	Objective_influence	Transitive_action
opt	Choosing	9	Deciding	Choosing	
scuffling	Hostile_encounter	1	Event	Intentionally_act	Hostile_encounter
skim	Reading_perception	1	Reading_activity	Reading_perception	
pouting	Making_faces	7	Facial_expression	Making_faces	
conferred	Discussion	8	Reciprocality	Chatting	Discussion
dovetail	Compatibility	7	Attributes	Gradable_attributes	Compatibility
secure	Protecting	6	Attributes	Gradable_attributes	Likelihood
maltreating	Abusing	1	Event	Misdeed	Committing_crime
bolted	Fleeing	33	Event	Motion	Self_motion
stash	Cache	2	Aggregate	Store	Cache
manufactured	Manufacturing	39	Event	Objective_influence	Transitive_action
foretell	Omen	2	Sign	Omen	
notify	Telling	14	Statement	Telling	
flourish	Thriving	9	State	Thriving	
taken	Bringing	12	Event	Objective_influence	Transitive_action
positioned	Placing	18	Event	Objective_influence	Transitive_action
delights	Experiencer_obj	1	State	Emotions	Experiencer_obj
melded	Cause_to_amalgamate	2	Event	Objective_influence	Transitive_action
frozen	Activity_pause	6	Event	Process_pause	Activity_pause
asked	Questioning	68	Event	Objective_influence	Transitive_action
plummeting	Change_position_on_a_scale	2	Event	Change_position_on_a_scale	
slammed	Judgment_communication	21	Statement	Judgment_communication	
angers	Experiencer_obj	2	State	Emotions	Experiencer_obj
striking	Cause_harm	10	Event	Objective_influence	Transitive_action
devastate	Destroying	2	Event	Objective_influence	Transitive_action
skyrocketed	Change_position_on_a_scale	6	Event	Change_position_on_a_scale	
banged	Motion_noise	6	Event	Motion	Motion_noise
unzipped	Closure	11	Event	Objective_influence	Transitive_action
shitting	Excreting	1	Event	Objective_influence	Transitive_action
imprisoning	Inhibit_movement	1	Event	Objective_influence	Transitive_action
scuttled	Self_motion	47	Event	Motion	Self_motion
remembered	Remembering_to_do	4	Event	Intentionally_act	Remembering_to_do
last	Duration_relation	4	Relation	Duration_relation	
contending	Statement	1	Event	Objective_influence	Transitive_action
speaking	Statement	1	Event	Objective_influence	Transitive_action
end	Cause_to_end	24	Event	Objective_influence	Transitive_action
locating	Becoming_aware	1	Perception	Becoming_aware	
plodding	Self_motion	23	Event	Motion	Self_motion
prohibited	Deny_or_grant_permission	11	Event	Objective_influence	Transitive_action
treated	Communicate_categorization	14	Categorization	Communicate_categorization	
perceived	Perception	1	Event	Transition_to_state	Becoming
devised	Coming_up_with	33	Event	Eventive_affecting	Coming_up_with
squished	Reshaping	2	Event	Objective_influence	Transitive_action
combined	Amalgamation	11	Reciprocality	Amalgamation	
flee	Fleeing	7	Event	Motion	Self_motion
entreated	Request	11	Event	Objective_influence	Transitive_action
copied	Imitating	1	Attributes	Gradable_attributes	Similarity
dabs	Placing	1	Event	Objective_influence	Transitive_action
fascinate	Experiencer_obj	4	State	Emotions	Experiencer_obj
reassure	Reassuring	14	Event	Objective_influence	Transitive_action
characterized	Communicate_categorization	12	Categorization	Communicate_categorization	
stripping	Emptying	1	Event	Objective_influence	Transitive_action
differentiates	Differentiation	8	Mental_activity	Differentiation	
piling	Placing	3	Event	Objective_influence	Transitive_action
fluctuates	Change_position_on_a_scale	4	Event	Change_position_on_a_scale	
whirred	Motion_noise	10	Event	Motion	Motion_noise
intercepted	Intercepting	41	Event	Intentionally_act	Intercepting
carving	Create_representation	4	Event	Objective_influence	Transitive_action
render	Causation	6	Event	Eventive_affecting	Causation
abandon	Abandonment	5	Event	Objective_influence	Transitive_action
radiates	Emanating	2	Event	Motion	Emanating
acclaimed	Judgment_communication	18	Statement	Judgment_communication	
grown	Ontogeny	2	Progression	Ontogeny	
quivered	Moving_in_place	15	Moving_in_place		
fled	Fleeing	48	Event	Motion	Self_motion
formed	Coming_to_be	11	Event	Coming_to_be	
try	Attempt_means	11	Event	Objective_influence	Transitive_action
semaphoring	Communication_means	3	Event	Objective_influence	Transitive_action
feast	Ingestion	3	Event	Intentionally_act	Ingest_substance
sweated	Excreting	3	Event	Objective_influence	Transitive_action
danced	Self_motion	49	Event	Motion	Self_motion
curl	Go_into_shape	2	Event	Go_into_shape	
argue	Evidence	4	Evidence		
bombed	Attack	14	Event	Objective_influence	Transitive_action
demonstrating	Reasoning	3	Event	Objective_influence	Transitive_action
judged	Assessing	11	Cogitation	Assessing	
imperil	Endangering	5	Event	Objective_influence	Transitive_action
leased	Renting_out	14	Event	Eventive_affecting	Lose_possession
hit	Eventive_affecting	11	Event	Eventive_affecting	
descends	Traversing	1	Event	Traversing	
lengthened	Expansion	1	Expansion		
lengthening	Cause_expansion	2	Event	Objective_influence	Transitive_action
thumping	Make_noise	2	Perception	Make_noise	
bleats	Communication_noise	2	Event	Objective_influence	Transitive_action
progress	Progression	3	Event	Transition_to_state	Undergo_change
transform	Undergo_transformation	1	Event	Transition_to_state	Undergo_change
clawed	Cause_harm	4	Event	Objective_influence	Transitive_action
burbled	Communication_noise	7	Event	Objective_influence	Transitive_action
welded	Attaching	7	Event	Objective_influence	Transitive_action
spelt	Spelling_and_pronouncing	4	Event	Objective_influence	Transitive_action
recuperated	Recovery	2	Attributes	Gradable_attributes	Medical_conditions
button	Fastener	2	Entity	Artifact	Fastener
drizzled	Precipitation	1	Process	Precipitation	
pressing	Self_motion	1	Event	Motion	Self_motion
submits	Submitting_documents	2	Event	Eventive_affecting	Lose_possession
marks	Sign	4	Evidence	Sign	
comprehended	Awareness	6	Mental_activity	Awareness	
walking	Self_motion	24	Event	Motion	Self_motion
saturated	Cause_to_be_wet	4	Event	Objective_influence	Transitive_action
conning	Manipulate_into_doing	2	Event	Objective_influence	Transitive_action
shines	Location_of_light	5	Attributes	Gradable_attributes	Measurable_attributes
belonging	Membership	5	Being_included	Be_subset_of	Membership
excommunicate	Exclude_member	1	Being_included	Be_subset_of	Membership
had	Possession	54	Possession		
spearheading	Leadership	5	Leadership		
swung	Change_direction	3	Event	Motion	Change_direction
approved	Deny_or_grant_permission	18	Event	Objective_influence	Transitive_action
deferred	Change_event_time	12	Event	Objective_influence	Transitive_action
bordered	Adjacency	14	Relation	Basis_for_attribute	Locative_relation
abutting	Adjacency	6	Relation	Basis_for_attribute	Locative_relation
expiated	Atonement	2	Event	Intentionally_act	Atonement
note	Statement	7	Event	Objective_influence	Transitive_action
presaging	Omen	1	Sign	Omen	
rising	Change_position_on_a_scale	10	Event	Change_position_on_a_scale	
joined	Attaching	5	Event	Objective_influence	Transitive_action
smelling	Perception_experience	4	Perception	Perception_experience	
pushed	Cause_change_of_position_on_a_scale	6	Event	Objective_influence	Transitive_action
convinced	Eventive_cognizer_affecting	2	Event	Eventive_affecting	Eventive_cognizer_affecting
argued	Quarreling	13	Reciprocality	Chatting	Discussion
phone	Communication_means	1	Event	Objective_influence	Transitive_action
stereotype	Categorization	1	Instance	Categorization	
leaked	Reveal_secret	23	Statement	Reveal_secret	
pulled	Ingest_substance	5	Event	Intentionally_act	Ingest_substance
excoriated	Judgment_communication	8	Statement	Judgment_communication	
ridicule	Judgment_communication	16	Statement	Judgment_communication	
shrinks	Self_motion	1	Event	Motion	Self_motion
spill	Fluidic_motion	4	Event	Motion	Fluidic_motion
confronts	Hostile_encounter	2	Event	Intentionally_act	Hostile_encounter
amalgamate	Amalgamation	3	Reciprocality	Amalgamation	
cutting	Cutting	2	Event	Objective_influence	Transitive_action
obliterating	Destroying	1	Event	Objective_influence	Transitive_action
export	Exporting	16	Event	Eventive_affecting	Lose_possession
embarrasses	Experiencer_obj	1	State	Emotions	Experiencer_obj
vary	Similarity	4	Attributes	Gradable_attributes	Similarity
scorched	Absorb_heat	1	Event	Transition_to_state	Becoming
request	Request	22	Event	Objective_influence	Transitive_action
commuted	Travel	4	Event	Motion	Self_motion
fuse	Amalgamation	6	Reciprocality	Amalgamation	
rattling	Make_noise	2	Perception	Make_noise	
partitioned	Separating	13	Event	Objective_influence	Transitive_action
forestalled	Preventing_or_letting	9	Event	Preventing_or_letting	
investigated	Criminal_investigation	8	Event	Intentionally_act	Attempt
assisting	Assistance	10	Event	Intentionally_act	Assistance
ache	Perception_body	4	Perception	Perception_experience	Perception_body
swipe	Theft	1	Event	Misdeed	Committing_crime
utter	Text_creation	3	Event	Objective_influence	Transitive_action
obstruct	Hindering	3	Event	Hindering	
returning	Arriving	18	Event	Eventive_affecting	Arriving
dread	Experiencer_focus	7	Experiencer_focus		
fluttering	Body_movement	5	Being_included	Part_piece	Part_whole
add	Adding_up	1	Amounting_to	Adding_up	
cautioning	Statement	1	Event	Objective_influence	Transitive_action
venturing	Daring	1	Event	Intentionally_act	Daring
despised	Experiencer_focus	22	Experiencer_focus		
decaying	Nuclear_process	2	Event	Transition_to_state	Undergo_change
stop	Preventing_or_letting	10	Event	Preventing_or_letting	
altered	Cause_change	11	Event	Objective_influence	Transitive_action
throws	Body_movement	2	Being_included	Part_piece	Part_whole
squeal	Make_noise	1	Perception	Make_noise	
adore	Experiencer_focus	12	Experiencer_focus		
provides	Supply	19	Event	Eventive_affecting	Lose_possession
together	Building	1	Event	Objective_influence	Transitive_action
confer	Discussion	9	Reciprocality	Chatting	Discussion
petrified	Experiencer_obj	3	State	Emotions	Experiencer_obj
assembling	Gathering_up	1	Event	Objective_influence	Transitive_action
persuade	Suasion	10	Statement	Telling	Suasion
loses	Finish_game	1	Event	Process_end	Activity_finish
suffers	Catastrophe	1	Event	Eventive_affecting	Catastrophe
pinned	Attaching	11	Event	Objective_influence	Transitive_action
perceived	Becoming_aware	10	Perception	Becoming_aware	
patrolled	Patrolling	15	Scrutiny	Scrutinizing_for	Inspecting
ridding	Emptying	1	Event	Objective_influence	Transitive_action
signs	Sign_agreement	4	Event	Objective_influence	Transitive_action
showing	Cause_to_perceive	9	Event	Objective_influence	Transitive_action
pointed	Cause_to_perceive	2	Event	Objective_influence	Transitive_action
notice	Becoming_aware	9	Perception	Becoming_aware	
expected	Expectation	45	Mental_activity	Awareness	Expectation
feigning	Feigning	4	Conduct	Feigning	
sewed	Attaching	5	Event	Objective_influence	Transitive_action
decreases	Change_position_on_a_scale	14	Event	Change_position_on_a_scale	
paint	Communicate_categorization	3	Categorization	Communicate_categorization	
kept	Activity_ongoing	15	Process_continue	Activity_ongoing	
heralded	Omen	9	Sign	Omen	
undertaken	Commitment	2	Event	Objective_influence	Transitive_action
raked	Cause_motion	2	Event	Objective_influence	Transitive_action
hear	Perception_experience	31	Perception	Perception_experience	
putting	Placing	10	Event	Objective_influence	Transitive_action
jerks	Body_movement	3	Being_included	Part_piece	Part_whole
forms	Creating	2	Event	Objective_influence	Transitive_action
photocopied	Duplication	15	Event	Objective_influence	Transitive_action
roast	Apply_heat	5	Process	Activity	Apply_heat
exporting	Exporting	10	Event	Eventive_affecting	Lose_possession
won	Win_prize	37	Win_prize		
adding	Statement	10	Event	Objective_influence	Transitive_action
forget	Remembering_information	45	Mental_activity	Awareness	Remembering_information
suggests	Attempt_suasion	2	Event	Intentionally_act	Attempt
mix	Cause_to_amalgamate	2	Event	Objective_influence	Transitive_action
attested	Statement	5	Event	Objective_influence	Transitive_action
paved	Filling	4	Event	Objective_influence	Transitive_action
keening	Make_noise	1	Perception	Make_noise	
desiring	Desiring	1	Experiencer_focus	Desiring	
beeping	Make_noise	5	Perception	Make_noise	
harmonises	Compatibility	1	Attributes	Gradable_attributes	Compatibility
rate	Assessing	5	Cogitation	Assessing	
combing	Scouring	3	Scrutiny	Scrutinizing_for	Scouring
resuscitate	Cure	8	Event	Objective_influence	Transitive_action
swerves	Motion	1	Event	Motion	
yank	Cause_motion	3	Event	Objective_influence	Transitive_action
pattering	Motion_noise	3	Event	Motion	Motion_noise
remember	Memory	67	Event	Eventive_affecting	Memory
freaked	Losing_it	1	Attributes	Gradable_attributes	Social_behavior_evaluation
counterfeit	Forging	2	Event	Objective_influence	Transitive_action
retort	Communication_response	8	Event	Eventive_affecting	Response
delivering	Delivery	6	Sending	Delivery	
responded	Response	31	Event	Eventive_affecting	Response
plant	Filling	2	Event	Objective_influence	Transitive_action
articulating	Expressing_publicly	3	Event	Objective_influence	Transitive_action
sputtered	Communication_noise	3	Event	Objective_influence	Transitive_action
maul	Cause_harm	3	Event	Objective_influence	Transitive_action
discuss	Topic	11	Entity	Artifact	Text
rates	Rate_quantification	1	Relational_quantity	Rate_quantification	
hijacking	Piracy	1	Event	Misdeed	Committing_crime
break	Cause_harm	8	Event	Objective_influence	Transitive_action
partitioning	Separating	2	Event	Objective_influence	Transitive_action
reprove	Judgment_direct_address	3	Judgment_communication	Judgment_direct_address	
misbehaving	Conduct	4	Event	Intentionally_act	Conduct
staring	Perception_active	14	Perception	Perception_active	
worked	Work	16	Event	Intentionally_act	Attempt
pouring	Mass_motion	3	Event	Motion	Mass_motion
painting	Communicate_categorization	2	Categorization	Communicate_categorization	
decomposed	Rotting	4	Event	Rotting	
alleviate	Cure	20	Event	Objective_influence	Transitive_action
detonating	Detonate_explosive	7	Event	Objective_influence	Transitive_action
waltzed	Self_motion	12	Event	Motion	Self_motion
prattle	Communication_manner	4	Event	Objective_influence	Transitive_action
count	Being_in_category	3	Categorization	Being_in_category	
lodged	Residence	12	Residence		
crashes	Motion_noise	1	Event	Motion	Motion_noise
represented	Communicate_categorization	11	Categorization	Communicate_categorization	
zigzagging	Motion	3	Event	Motion	
cools	Cause_temperature_change	1	Event	Objective_influence	Transitive_action
constitutes	Being_in_category	1	Categorization	Being_in_category	
oxidise	Corroding_caused	1	Event	Objective_influence	Transitive_action
aiding	Assistance	7	Event	Intentionally_act	Assistance
attaches	Becoming_attached	7	Event	Transition_to_state	Becoming
decayed	Nuclear_process	3	Event	Transition_to_state	Undergo_change
kidnapping	Kidnapping	5	Event	Misdeed	Committing_crime
vibrated	Moving_in_place	6	Moving_in_place		
charred	Apply_heat	1	Process	Activity	Apply_heat
praying	Rite	2	Event	Intentionally_act	Rite
jerking	Body_movement	7	Being_included	Part_piece	Part_whole
stewed	Apply_heat	3	Process	Activity	Apply_heat
connects	Attaching	2	Event	Objective_influence	Transitive_action
fault	Judgment	26	State	Emotions	Judgment
exchanged	Exchange	10	Reciprocality	Exchange	
stud	Distributed_position	3	Relation	Basis_for_attribute	Locative_relation
swaggers	Self_motion	1	Event	Motion	Self_motion
replaces	Replacing	2	Event	Objective_influence	Transitive_action
doing	Ingest_substance	3	Event	Intentionally_act	Ingest_substance
spooking	Experiencer_obj	2	State	Emotions	Experiencer_obj
frolicking	Self_motion	6	Event	Motion	Self_motion
experimenting	Experimentation	5	Scrutiny	Experimentation	
phoned	Communication_means	6	Event	Objective_influence	Transitive_action
foiling	Thwarting	2	Preventing_or_letting	Thwarting	
flap	Body_movement	1	Being_included	Part_piece	Part_whole
slapping	Cause_harm	5	Event	Objective_influence	Transitive_action
sifted	Scouring	4	Scrutiny	Scrutinizing_for	Scouring
indicate	Evidence	23	Evidence		
approaches	Arriving	1	Event	Eventive_affecting	Arriving
emphasised	Convey_importance	13	Event	Objective_influence	Transitive_action
thriving	Thriving	8	State	Thriving	
skimming	Scrutiny	1	Perception	Perception_active	Scrutiny
eluded	Evading	7	Event	Intentionally_act	Avoiding
tying	Rope_manipulation	9	Event	Objective_influence	Transitive_action
hurting	Experience_bodily_harm	2	Event	Experience_bodily_harm	
quacking	Make_noise	3	Perception	Make_noise	
suggesting	Attempt_suasion	1	Event	Intentionally_act	Attempt
jump	Change_position_on_a_scale	3	Event	Change_position_on_a_scale	
cudgel	Cause_harm	1	Event	Objective_influence	Transitive_action
reshape	Cause_change	2	Event	Objective_influence	Transitive_action
chirped	Communication_noise	11	Event	Objective_influence	Transitive_action
criticised	Judgment_communication	77	Statement	Judgment_communication	
merge	Cause_to_amalgamate	10	Event	Objective_influence	Transitive_action
obscuring	Eclipse	2	Perception	Perception_experience	Eclipse
fly	Ride_vehicle	7	Ride_vehicle		
move	Body_movement	2	Being_included	Part_piece	Part_whole
reward	Rewards_and_punishments	20	Event	Eventive_affecting	Response
feigned	Feigning	11	Conduct	Feigning	
cubed	Cutting	1	Event	Objective_influence	Transitive_action
proved	Reasoning	29	Event	Objective_influence	Transitive_action
spurt	Fluidic_motion	4	Event	Motion	Fluidic_motion
stupefy	Experiencer_obj	1	State	Emotions	Experiencer_obj
foretold	Predicting	4	Statement	Predicting	
transfer	Transfer	6	Event	Eventive_affecting	Transfer
scrutinise	Scrutiny	5	Perception	Perception_active	Scrutiny
installing	Installing	1	Event	Objective_influence	Transitive_action
retreat	Quitting_a_place	11	Event	Eventive_affecting	Departing
concluded	Activity_finish	30	Event	Process_end	Activity_finish
calibrating	Adjusting	1	Event	Objective_influence	Transitive_action
perished	Death	21	Event	Transition_to_state	Ceasing_to_be
buckles	Fastener	1	Entity	Artifact	Fastener
accords	Compatibility	3	Attributes	Gradable_attributes	Compatibility
shadowing	Cotheme	6	Event	Motion	Self_motion
carry	Carry_goods	9	Event	Eventive_affecting	Lose_possession
